name,slug,image
Book of the Realm Jumboways,book-of-the-realm-jumboways,book-of-the-realm-jumboways.jpg
100 Crown Hot,100-crown-hot,100-crown-hot.jpg
Rise of Ra Clover Chance,rise-of-ra-clover-chance,rise-of-ra-clover-chance.jpg
Versailles Gold Clover Chance,versailles-gold-clover-chance,versailles-gold-clover-chance.jpg
Vampire Night Bell link,vampire-night-bell-link,vampire-night-bell-link.jpg
40 Dazzling Hot,40-dazzling-hot,40-dazzling-hot.jpg
Book of Shining Hot,book-of-shining-hot,book-of-shining-hot.jpg
40 Leprechaun Hot,40-leprechaun-hot,40-leprechaun-hot.jpg
40 Dazzling Cash,40-dazzling-cash,40-dazzling-cash.jpg
100 Crown Hot,100-crown-hot,100-crown-hot.jpg
Pyramid Riddles Osiris,pyramid-riddles-osiris,pyramid-riddles-osiris.jpg
Burning Goals,burning-goals,burning-goals.jpg
Burning Hot Bell Link,burning-hot-bell-link,burning-hot-bell-link.jpg
Zodiac Wheel Bell Link,zodiac-wheel-bell-link,zodiac-wheel-bell-link.jpg
Shining Crown Bell Link,shining-crown-bell-link,shining-crown-bell-link.jpg
Tropical Beauties,tropical-beauties,tropical-beauties.jpg
100 Super Hot Clover Chance,100-super-hot-clover-chance,100-super-hot-clover-chance.jpg
40 Shining Crown Clover Chance,40-shining-crown-clover-chance,40-shining-crown-clover-chance.jpg
5 Dazzling Hot Bell Link,5-dazzling-hot-bell-link,5-dazzling-hot-bell-link.jpg
Zodiac Wheel Clover Chance,zodiac-wheel-clover-chance,zodiac-wheel-clover-chance.jpg
Leprechaun Hot Clover Chance,leprechaun-hot-clover-chance,leprechaun-hot-clover-chance.jpg
Hermes Fortunes,hermes-fortunes,hermes-fortunes.jpg
10 Super Fruits Clover Chance,10-super-fruits-clover-chance,10-super-fruits-clover-chance.jpg
10 Burning Clover Clover Chance,10-burning-clover-clover-chance,10-burning-clover-clover-chance.jpg
20 Dazzling Cash,20-dazzling-cash,20-dazzling-cash.jpg
Supreme Cash,supreme-cash,supreme-cash.jpg
Spinning Crown Clover Chance,spinning-crown-clover-chance,spinning-crown-clover-chance.jpg
Sugar Duke,sugar-duke,sugar-duke.jpg
Clover Respin,clover-respin,clover-respin.jpg
5 Dazzling Cash,5-dazzling-cash,5-dazzling-cash.jpg
5 Crown Hot,5-crown-hot,5-crown-hot.jpg
Spinning Crown Clover Chance,spinning-crown-clover-chance,spinning-crown-clover-chance.jpg
Spooky Jack,spooky-jack,spooky-jack.jpg
Jolly Wish,jolly-wish,jolly-wish.jpg
20 Hot Burst,20-hot-burst,20-hot-burst.jpg
SugarTime,sugartime,sugartime.jpg
The Wild Griffin,the-wild-griffin,the-wild-griffin.jpg
40 Lucky King Clover Chance,40-lucky-king-clover-chance,40-lucky-king-clover-chance.jpg
Flaming Hot Extreme Clover Chance,flaming-hot-extreme-clover-chance,flaming-hot-extreme-clover-chance.jpg
Emperor's Palace Clover Chance,emperors-palace-clover-chance,emperors-palace-clover-chance.jpg
Amazon's Battle Clover Chance,amazons-battle-clover-chance,amazons-battle-clover-chance.jpg
50 Hot Blast Clover Chance,50-hot-blast-clover-chance,50-hot-blast-clover-chance.jpg
10 Crystal Wish,10-crystal-wish,10-crystal-wish.jpg
Desert Wealth,desert-wealth,desert-wealth.jpg
Karnak Treasure,karnak-treasure,karnak-treasure.jpg
Ultimate Fruits,ultimate-fruits,ultimate-fruits.jpg
Shining Boooom,shining-boooom,shining-boooom.jpg
20 Super Fruits Bell Link,20-super-fruits-bell-link,20-super-fruits-bell-link.jpg
30 Spinning 7's,30-spinning-7s,30-spinning-7s.jpg
100 Super Hot 6 Reels,100-super-hot-6-reels,100-super-hot-6-reels.jpg
20 Charming Joker Clover Chance,20-charming-joker-clover-chance,20-charming-joker-clover-chance.jpg
40 Burning Clover 6 reels Clover Chance,40-burning-clover-6-reels-clover-chance,40-burning-clover-6-reels-clover-chance.jpg
Ultimate Hot Clover Chance,ultimate-hot-clover-chance,ultimate-hot-clover-chance.jpg
10 Shining Diamond Clover Chance,10-shining-diamond-clover-chance,10-shining-diamond-clover-chance.jpg
10 Burning Heart Clover Chance,10-burning-heart-clover-chance,10-burning-heart-clover-chance.jpg
40 Burning Hot Clover Chance,40-burning-hot-clover-chance,40-burning-hot-clover-chance.jpg
Flaming Hot Clover Chance,flaming-hot-clover-chance,flaming-hot-clover-chance.jpg
20 Super Hot Bell Link,20-super-hot-bell-link,20-super-hot-bell-link.jpg
100 Burning Clover,100-burning-clover,100-burning-clover.jpg
100 Lucky Hat Clover Chance,100-lucky-hat-clover-chance,100-lucky-hat-clover-chance.jpg
100 Burning Hot Clover Chance,100-burning-hot-clover-chance,100-burning-hot-clover-chance.jpg
Flaming Hot Bell Link,flaming-hot-bell-link,flaming-hot-bell-link.jpg
Vampire Night Clover Chance,vampire-night-clover-chance,vampire-night-clover-chance.jpg
100 Super Fruits,100-super-fruits,100-super-fruits.jpg
40 Crown Hot,40-crown-hot,40-crown-hot.jpg
10 Crown Hot,10-crown-hot,10-crown-hot.jpg
20 Burning Clover,20-burning-clover,20-burning-clover.jpg
40 Super Fruits,40-super-fruits,40-super-fruits.jpg
20 Super Fruits,20-super-fruits,20-super-fruits.jpg
40 Burning Clover,40-burning-clover,40-burning-clover.jpg
40 Charming Joker Clover Chance,40-charming-joker-clover-chance,40-charming-joker-clover-chance.jpg
40 Mega Clover Chance,40-mega-clover-chance,40-mega-clover-chance.jpg
5 Burning Heart Clover Chance,5-burning-heart-clover-chance,5-burning-heart-clover-chance.jpg
Book of Realm Clover Chance,book-of-realm-clover-chance,book-of-realm-clover-chance.jpg
Emperors Dream Clover Chance,emperors-dream-clover-chance,emperors-dream-clover-chance.jpg
Mystic Desert Clover Chance,mystic-desert-clover-chance,mystic-desert-clover-chance.jpg
Royal Secrets Clover Chance,royal-secrets-clover-chance,royal-secrets-clover-chance.jpg
Extra Crown,extra-crown,extra-crown.jpg
100 Power Hot,100-power-hot,100-power-hot.jpg
40 Golden Coins,40-golden-coins,40-golden-coins.jpg
Power Hot,power-hot,power-hot.jpg
Dancing Dead,dancing-dead,dancing-dead.jpg
40 Power Hot,40-power-hot,40-power-hot.jpg
Bulky Fruits,bulky-fruits,bulky-fruits.jpg
Hot Deco,hot-deco,hot-deco.jpg
Diamond Plus - Valentine's Edition,diamond-plus-valentines-edition,diamond-plus-valentines-edition.jpg
Dice Plus ,dice-plus,dice-plus.jpg
10 Power Hot,10-power-hot,10-power-hot.jpg
Candy Dice,candy-dice,candy-dice.jpg
Aztec Dice,aztec-dice,aztec-dice.jpg
40 Power Hot Dice,40-power-hot-dice,40-power-hot-dice.jpg
100 Bulky Fruits,100-bulky-fruits,100-bulky-fruits.jpg
100 Golden Coins,100-golden-coins,100-golden-coins.jpg
20 Bulky Fruits,20-bulky-fruits,20-bulky-fruits.jpg
7 & Crystals,7-and-crystals,7-and-crystals.jpg
5 Power Hot,5-power-hot,5-power-hot.jpg
Virtual Roulette,virtual-roulette,virtual-roulette.jpg
5 Power Hot,5-power-hot,5-power-hot.jpg
Fruity Time,fruity-time,fruity-time.jpg
20 Power Hot,20-power-hot,20-power-hot.jpg
40 Bulky Fruits,40-bulky-fruits,40-bulky-fruits.jpg
Fruits and Gold,fruits-and-gold,fruits-and-gold.jpg
Kemet's Treasure,kemets-treasure,kemets-treasure.jpg
Stoichkov #8,stoichkov-8,stoichkov-8.jpg
Art of Gold,art-of-gold,art-of-gold.jpg
Candy Palace,candy-palace,candy-palace.jpg
27 Eternal Hot,27-eternal-hot,27-eternal-hot.jpg
27 Dice,27-dice,27-dice.jpg
27 Dice,27-dice,27-dice.jpg
20 Golden Dice,20-golden-dice,20-golden-dice.jpg
100 Power Hot Dice,100-power-hot-dice,100-power-hot-dice.jpg
20 Bulky Dice,20-bulky-dice,20-bulky-dice.jpg
Shining Crown,shining-crown,shining-crown.jpg
20 Golden Coins,20-golden-coins,20-golden-coins.jpg
40 Super Hot,40-super-hot,40-super-hot.jpg
20 Hot Blast,20-hot-blast,20-hot-blast.jpg
Flaming Hot Extreme,flaming-hot-extreme,flaming-hot-extreme.jpg
Orient Story,orient-story,orient-story.jpg
Great 27,great-27,great-27.jpg
Art of Gold,art-of-gold,art-of-gold.jpg
Diamond Plus,diamond-plus,diamond-plus.jpg
20 Power Hot,20-power-hot,20-power-hot.jpg
Retro Style,retro-style,retro-style.jpg
Action Money,action-money,action-money.jpg
Ocean Rush,ocean-rush,ocean-rush.jpg
Brave Cat,brave-cat,brave-cat.jpg
Aztec Glory,aztec-glory,aztec-glory.jpg
Legendary Rome,legendary-rome,legendary-rome.jpg
The Great Egypt,the-great-egypt,the-great-egypt.jpg
Wonderheart,wonderheart,wonderheart.jpg
The Big Journey,the-big-journey,the-big-journey.jpg
40 Burning Hot,40-burning-hot,40-burning-hot.jpg
5 Glossy Hot,5-glossy-hot,5-glossy-hot.jpg
Cavemen & Dinosaurs,cavemen-and-dinosaurs,cavemen-and-dinosaurs.jpg
40 Bulky Fruits 6 Reels,40-bulky-fruits-6-reels,40-bulky-fruits-6-reels.jpg
27 Eternal Hot,27-eternal-hot,27-eternal-hot.jpg
Diamond Plus,diamond-plus,diamond-plus.jpg
Cocktail Rush,cocktail-rush,cocktail-rush.jpg
Easter Frog,easter-frog,easter-frog.jpg
Richness Factory,richness-factory,richness-factory.jpg
Aztec Forest,aztec-forest,aztec-forest.jpg
5 Burning Heart,5-burning-heart,5-burning-heart.jpg
10 Burning Heart,10-burning-heart,10-burning-heart.jpg
Greek Fortune,greek-fortune,greek-fortune.jpg
Fast Money,fast-money,fast-money.jpg
Great Empire,great-empire,great-empire.jpg
Inca Gold II,inca-gold-ii,inca-gold-ii.jpg
Kashmir Gold,kashmir-gold,kashmir-gold.jpg
20 Burning Hot ,20-burning-hot,20-burning-hot.jpg
100 Burning Hot,100-burning-hot,100-burning-hot.jpg
20 Dazzling Hot,20-dazzling-hot,20-dazzling-hot.jpg
40 Hot and Cash,40-hot-and-cash,40-hot-and-cash.jpg
40 Lucky King,40-lucky-king,40-lucky-king.jpg
40 Mega Clover,40-mega-clover,40-mega-clover.jpg
Casino Mania,casino-mania,casino-mania.jpg
5 Great Star,5-great-star,5-great-star.jpg
20 Joker Reels,20-joker-reels,20-joker-reels.jpg
27 Wins,27-wins,27-wins.jpg
5 Juggle Fruits,5-juggle-fruits,5-juggle-fruits.jpg
Burning Hot 6 Reels,burning-hot-6-reels,burning-hot-6-reels.jpg
40 Almighty Ramses II,40-almighty-ramses-ii,40-almighty-ramses-ii.jpg
Volcano Wealth,volcano-wealth,volcano-wealth.jpg
40 Burning Hot 6 Reels,40-burning-hot-6-reels,40-burning-hot-6-reels.jpg
50 Amazons Battle,50-amazons-battle,50-amazons-battle.jpg
Vampire Night,vampire-night,vampire-night.jpg
Ancient Dynasty,ancient-dynasty,ancient-dynasty.jpg
The Story of Alexander ll,the-story-of-alexander-ll,the-story-of-alexander-ll.jpg
Ice Valley,ice-valley,ice-valley.jpg
Lucky Wood,lucky-wood,lucky-wood.jpg
Dorothy's Fairyland,dorothys-fairyland,dorothys-fairyland.jpg
Knight's Heart,knights-heart,knights-heart.jpg
Rainbow Luck,rainbow-luck,rainbow-luck.jpg
Emperor's Palace,emperors-palace,emperors-palace.jpg
Pin Up Queens,pin-up-queens,pin-up-queens.jpg
Mythical Treasure,mythical-treasure,mythical-treasure.jpg
Retro Cabaret,retro-cabaret,retro-cabaret.jpg
Viking Rising,viking-rising,viking-rising.jpg
Secrets of Sherwood,secrets-of-sherwood,secrets-of-sherwood.jpg
Blue Oceans,blue-oceans,blue-oceans.jpg
30 Summer Bliss,30-summer-bliss,30-summer-bliss.jpg
Tirol Fest,tirol-fest,tirol-fest.jpg
Kamakura,kamakura,kamakura.jpg
Mighty Sparta,mighty-sparta,mighty-sparta.jpg
Empress Charm,empress-charm,empress-charm.jpg
Hot Keno,hot-keno,hot-keno.jpg
Drops of Water,drops-of-water,drops-of-water.jpg
20 Power Hot,20-power-hot,20-power-hot.jpg
Flaming Hot 6 Reels,flaming-hot-6-reels,flaming-hot-6-reels.jpg
Magic Guardians,magic-guardians,magic-guardians.jpg
100 Cats,100-cats,100-cats.jpg
20 Diamonds,20-diamonds,20-diamonds.jpg
20 Super Hot,20-super-hot,20-super-hot.jpg
5 Dazzling Hot,5-dazzling-hot,5-dazzling-hot.jpg
50 Horses,50-horses,50-horses.jpg
Age of Troy,age-of-troy,age-of-troy.jpg
Amazing Amazonia  ,amazing-amazonia,amazing-amazonia.jpg
Amazons' Battle,amazons-battle,amazons-battle.jpg
Blue Heart,blue-heart,blue-heart.jpg
Book of Magic,book-of-magic,book-of-magic.jpg
Burning Hot,burning-hot,burning-hot.jpg
Cats Royal,cats-royal,cats-royal.jpg
Circus Brilliant ,circus-brilliant,circus-brilliant.jpg
Dark Queen,dark-queen,dark-queen.jpg
Dice and Roll,dice-and-roll,dice-and-roll.jpg
Dragon Reels,dragon-reels,dragon-reels.jpg
Egypt Sky,egypt-sky,egypt-sky.jpg
Extra Stars  ,extra-stars,extra-stars.jpg
Extremely Hot,extremely-hot,extremely-hot.jpg
Flaming Hot,flaming-hot,flaming-hot.jpg
Forest Band,forest-band,forest-band.jpg
Fortune Spells ,fortune-spells,fortune-spells.jpg
Frog Story,frog-story,frog-story.jpg
Fruits Kingdom,fruits-kingdom,fruits-kingdom.jpg
Game of Luck,game-of-luck,game-of-luck.jpg
Grace of Cleopatra  ,grace-of-cleopatra,grace-of-cleopatra.jpg
Hot and Cash,hot-and-cash,hot-and-cash.jpg
Imperial Wars,imperial-wars,imperial-wars.jpg
Kangaroo Land,kangaroo-land,kangaroo-land.jpg
Lucky and Wild,lucky-and-wild,lucky-and-wild.jpg
Lucky Hot,lucky-hot,lucky-hot.jpg
Majestic Forest ,majestic-forest,majestic-forest.jpg
More Dice and Roll,more-dice-and-roll,more-dice-and-roll.jpg
More Lucky and Wild,more-lucky-and-wild,more-lucky-and-wild.jpg
Oil Company II,oil-company-ii,oil-company-ii.jpg
Olympus Glory ,olympus-glory,olympus-glory.jpg
Penguin Style,penguin-style,penguin-style.jpg
Rise of RA,rise-of-ra,rise-of-ra.jpg
Royal Secrets  ,royal-secrets,royal-secrets.jpg
Secrets of Alchemy,secrets-of-alchemy,secrets-of-alchemy.jpg
Supreme Hot,supreme-hot,supreme-hot.jpg
Ultimate Hot,ultimate-hot,ultimate-hot.jpg
Versailles Gold  ,versailles-gold,versailles-gold.jpg
Witches' Charm,witches-charm,witches-charm.jpg
Zodiac Wheel,zodiac-wheel,zodiac-wheel.jpg
2 Dragons,2-dragons,2-dragons.jpg
30 Spicy Fruits,30-spicy-fruits,30-spicy-fruits.jpg
100 Super Hot,100-super-hot,100-super-hot.jpg
Aloha Party,aloha-party,aloha-party.jpg
Caramel Hot,caramel-hot,caramel-hot.jpg
Lucky Buzz,lucky-buzz,lucky-buzz.jpg
Magellan,magellan,magellan.jpg
Mayan Spirit,mayan-spirit,mayan-spirit.jpg
Rich World,rich-world,rich-world.jpg
Route of Mexico,route-of-mexico,route-of-mexico.jpg
Spanish Passion,spanish-passion,spanish-passion.jpg
Super 20,super-20,super-20.jpg
The Story of Alexander,the-story-of-alexander,the-story-of-alexander.jpg
The White Wolf,the-white-wolf,the-white-wolf.jpg
The Explorers,the-explorers,the-explorers.jpg
Venezia D'Oro,venezia-doro,venezia-doro.jpg
Coral Island,coral-island,coral-island.jpg
Great Adventure,great-adventure,great-adventure.jpg
Wonder Tree,wonder-tree,wonder-tree.jpg
