name,slug,image
Snake Arena,relax-snake-arena,relax-snake-arena.jpg
Money Train,relax-money-train,relax-money-train.jpg
Epic Joker,relax-epic-joker,relax-epic-joker.jpg
Hellcatraz,relax-hellcatraz,relax-hellcatraz.jpg
Tower Tumble,relax-tower-tumble,relax-tower-tumble.jpg
Zombie Circus,relax-zombie-circus,relax-zombie-circus.jpg
Aztec Luck,relax-aztec-luck,relax-aztec-luck.jpg
Ignite the Night,relax-ignitethe-night,relax-ignitethe-night.jpg
Dragons' Awakening,relax-dragons-awakening,relax-dragons-awakening.jpg
King of Kings,relax-kingof-kings,relax-kingof-kings.jpg
Powerspin,relax-powerspin,relax-powerspin.jpg
Caveman Bob,relax-caveman-bob,relax-caveman-bob.jpg
It's Time,relax-its-time,relax-its-time.jpg
Temple Tumble Megaways,relax-temple-tumble,relax-temple-tumble.jpg
Erik the Red,relax-erikthe-red,relax-erikthe-red.jpg
Wildchemy,relax-wildchemy,relax-wildchemy.jpg
Marching Legions,relax-marching-legions,relax-marching-legions.jpg
Heroes’ Gathering,relax-heroes-gathering,relax-heroes-gathering.jpg
Mega Masks,relax-mega-masks,relax-mega-masks.jpg
Mega Flip,relax-mega-flip,relax-mega-flip.jpg
The Great Pigsby,relax-the-great-pigsby,relax-the-great-pigsby.jpg
Let’s Get Ready To Rumble,relax-lets-get-ready-to-rumble,relax-lets-get-ready-to-rumble.jpg
TnT Tumble,relax-tn-t-tumble,relax-tn-t-tumble.jpg
Hypernova Megaways,relax-hypernova-megaways,relax-hypernova-megaways.jpg
La Fiesta,relax-la-fiesta,relax-la-fiesta.jpg
Ramses Revenge,relax-ramses-revenge,relax-ramses-revenge.jpg
Frequent Flyer,relax-frequent-flyer,relax-frequent-flyer.jpg
Kluster Krystals,relax-kluster-krystals,relax-kluster-krystals.jpg
Multiplier Odyssey,relax-multiplier-odyssey,relax-multiplier-odyssey.jpg
The Golden Sail,relax-the-golden-sail,relax-the-golden-sail.jpg
Emerald’s Infinity Reels,relax-emeralds-infinity-reels,relax-emeralds-infinity-reels.jpg
Templar Tumble,relax-templar-tumble,relax-templar-tumble.jpg
Wild Chapo,relax-wild-chapo,relax-wild-chapo.jpg
Book of 99,relax-book-of-99,relax-book-of-99.jpg
Sails of Fortune,relax-sails-of-fortune,relax-sails-of-fortune.jpg
Top Dawg$,relax-top-dawgs,relax-top-dawgs.jpg
Giza Infinity Reels,relax-giza-infinity-reels,relax-giza-infinity-reels.jpg
Atlantis Megaways,relax-atlantis-megaways,relax-atlantis-megaways.jpg
Spirit Of The Beast,relax-spirit-of-the-beast,relax-spirit-of-the-beast.jpg
Chip Spin,relax-chip-spin,relax-chip-spin.jpg
Deep Descent,relax-deep-descent,relax-deep-descent.jpg
Troll's Gold,relax-trolls-gold,relax-trolls-gold.jpg
Dead Man's Trail,relax-dead-mans-trail,relax-dead-mans-trail.jpg
Money Cart 2,relax-money-cart-2,relax-money-cart-2.jpg
Volatile Vikings,relax-volatile-vikings,relax-volatile-vikings.jpg
Helios' Fury,relax-helios-fury,relax-helios-fury.jpg
Mega Mine,relax-mega-mine,relax-mega-mine.jpg
Cluster Tumble,relax-cluster-tumble,relax-cluster-tumble.jpg
Lady Merlin Lightning Chase,relax-lady-merlin-lightning-chase,relax-lady-merlin-lightning-chase.jpg
"10,000 Wonders 10K Ways",relax-10000-wonders-10k-ways,relax-10000-wonders-10k-ways.jpg
Santa's Stack,relax-santas-stack,relax-santas-stack.jpg
Money Cart,relax-money-cart,relax-money-cart.jpg
Golden Gods,relax-golden-gods,relax-golden-gods.jpg
Super Boost,relax-super-boost,relax-super-boost.jpg
Mystery Stacks,relax-mystery-stacks,relax-mystery-stacks.jpg
Plunderland,relax-plunderland,relax-plunderland.jpg
Hazakura Ways,relax-hazakura-ways,relax-hazakura-ways.jpg
Star Pops,relax-star-pops,relax-star-pops.jpg
Sherlock Bones,relax-sherlock-bones,relax-sherlock-bones.jpg
Space Miners,relax-space-miners,relax-space-miners.jpg
Beast Mode,relax-beast-mode,relax-beast-mode.jpg
Tiger Kingdom,relax-tiger-kingdom,relax-tiger-kingdom.jpg
Hex,relax-hex,relax-hex.jpg
Midnight Marauder,relax-midnight-marauder,relax-midnight-marauder.jpg
Blender Blitz,relax-blender-blitz,relax-blender-blitz.jpg
Shamrock Money Pot 10K Ways,relax-shamrock-money-pot-10k-ways,relax-shamrock-money-pot-10k-ways.jpg
Dead Riders Trail,relax-dead-riders-trail,relax-dead-riders-trail.jpg
Money Train 3,relax-money-train3,relax-money-train3.jpg
Wild Buccaneers Megaways,relax-wild-buccaneers-megaways,relax-wild-buccaneers-megaways.jpg
Golden Calaveras,relax-golden-calaveras,relax-golden-calaveras.jpg
Wild Donuts,relax-wild-donuts,relax-wild-donuts.jpg
Christmas Santa,relax-christmas-santa,relax-christmas-santa.jpg
Great Pigsby Megaways,relax-great-pigsby-megaways,relax-great-pigsby-megaways.jpg
Wilds Of The West,relax-wilds-of-the-west,relax-wilds-of-the-west.jpg
Hot Rod Racers,relax-hot-rod-racers,relax-hot-rod-racers.jpg
Wild Yield,relax-wild-yield,relax-wild-yield.jpg
Tiki Bonanza,relax-tiki-bonanza,relax-tiki-bonanza.jpg
Remember Remember,relax-remember-remember,relax-remember-remember.jpg
Net Gains,relax-net-gains,relax-net-gains.jpg
Napoleon Vs Rabbits,relax-napoleon-vs-rabbits,relax-napoleon-vs-rabbits.jpg
Horror Hotel,relax-horror-hotel,relax-horror-hotel.jpg
Wild Hike,relax-wild-hike,relax-wild-hike.jpg
Wild Chapo 2,relax-wild-chapo-2,relax-wild-chapo-2.jpg
Book Of Power,relax-book-of-power,relax-book-of-power.jpg
Money Cart 3,relax-money-cart-3,relax-money-cart-3.jpg
Banana Town,relax-banana-town,relax-banana-town.jpg
Mega Heist,relax-mega-heist,relax-mega-heist.jpg
5 Monsters,relax-5-monsters,relax-5-monsters.jpg
Everest,relax-everest,relax-everest.jpg
Shark Wash,relax-shark-wash,relax-shark-wash.jpg
Sloth Tumble,relax-sloth-tumble,relax-sloth-tumble.jpg
Torii Tumble,relax-torii-tumble,relax-torii-tumble.jpg
Phoenix Up Cash,relax-phoenix-up-cash,relax-phoenix-up-cash.jpg
Joker Split,relax-joker-split,relax-joker-split.jpg
Money Train 4,relax-money-train-4,relax-money-train-4.jpg
Orca's Wild Bonanza Extenda Edition,relax-orcas-wild-bonanza-extenda-edition,relax-orcas-wild-bonanza-extenda-edition.jpg
Titan Strike,relax-titan-strike,relax-titan-strike.jpg
Mystery Stacks Deluxe,relax-mystery-stacks-deluxe,relax-mystery-stacks-deluxe.jpg
Bucks And Doe 10K Ways,relax-bucks-and-doe-10k-ways,relax-bucks-and-doe-10k-ways.jpg
Daruma's Wealth,relax-darumas-wealth,relax-darumas-wealth.jpg
Thor Infinity Reels,relax-thor-infinity-reels,relax-thor-infinity-reels.jpg
Lure Of Fortune,relax-lure-of-fortune,relax-lure-of-fortune.jpg
The Wild Drifter,relax-the-wild-drifter,relax-the-wild-drifter.jpg
Bill & Coin,relax-bill-and-coin,relax-bill-and-coin.jpg
Money Cart 4,relax-money-cart-4,relax-money-cart-4.jpg
Sweetopia Royale,relax-sweetopia-royale,relax-sweetopia-royale.jpg
Firewins Factory,relax-firewins-factory,relax-firewins-factory.jpg
Sultan Spins,relax-sultan-spins,relax-sultan-spins.jpg
Epic Dreams,relax-epic-dreams,relax-epic-dreams.jpg
Ancient Tumble,relax-ancient-tumble,relax-ancient-tumble.jpg
St Louis 1904,relax-st-louis-1904,relax-st-louis-1904.jpg
Aussies VS Emus,relax-aussies-vs-emus,relax-aussies-vs-emus.jpg
Atlantis Crush,relax-atlantis-crush,relax-atlantis-crush.jpg
Curse Of The Mummies,relax-curse-of-the-mummies,relax-curse-of-the-mummies.jpg
Bone Raiders,relax-bone-raiders,relax-bone-raiders.jpg
The Tumbles,relax-the-tumbles,relax-the-tumbles.jpg
10 Swords,pushgaming-10-swords,pushgaming-10-swords.jpg
Big Bam-book,pushgaming-big-bam-book,pushgaming-big-bam-book.jpg
Big Bamboo,pushgaming-big-bamboo,pushgaming-big-bamboo.jpg
Big Bite,pushgaming-big-bite,pushgaming-big-bite.jpg
Bison Battle,pushgaming-bison-battle,pushgaming-bison-battle.jpg
Blaze of Ra,pushgaming-blaze-of-ra,pushgaming-blaze-of-ra.jpg
Boss Bear,pushgaming-boss-bear,pushgaming-boss-bear.jpg
Crystal Catcher,pushgaming-crystal-catcher,pushgaming-crystal-catcher.jpg
DJ CAT,pushgaming-dj-cat,pushgaming-dj-cat.jpg
DJ Fox,pushgaming-dj-fox,pushgaming-dj-fox.jpg
Deadly 5,pushgaming-deadly-5,pushgaming-deadly-5.jpg
Dino P.D.,pushgaming-dino-pd,pushgaming-dino-pd.jpg
Dinopolis,pushgaming-dinopolis,pushgaming-dinopolis.jpg
Fat Banker,pushgaming-fat-banker,pushgaming-fat-banker.jpg
Fat Drac,pushgaming-fat-drac,pushgaming-fat-drac.jpg
Fat Rabbit,pushgaming-fat-rabbit,pushgaming-fat-rabbit.jpg
Fat Santa,pushgaming-fat-santa,pushgaming-fat-santa.jpg
Fire Hopper,pushgaming-fire-hopper,pushgaming-fire-hopper.jpg
Fish 'n' Nudge,pushgaming-fish-n-nudge,pushgaming-fish-n-nudge.jpg
Generous Jack,pushgaming-generous-jack,pushgaming-generous-jack.jpg
Giga Jar,pushgaming-giga-jar,pushgaming-giga-jar.jpg
Goat Getter,pushgaming-goat-getter,pushgaming-goat-getter.jpg
Hearts Highway,pushgaming-hearts-highway,pushgaming-hearts-highway.jpg
Jammin' Jars,pushgaming-jammin-jars,pushgaming-jammin-jars.jpg
Jammin' Jars 2,pushgaming-jammin-jars-2,pushgaming-jammin-jars-2.jpg
Joker Troupe,pushgaming-joker-troupe,pushgaming-joker-troupe.jpg
Mad Cars,pushgaming-mad-cars,pushgaming-mad-cars.jpg
Mystery Mission To The Moon,pushgaming-mystery-mission-to-the-moon,pushgaming-mystery-mission-to-the-moon.jpg
Mystery Museum,pushgaming-mystery-museum,pushgaming-mystery-museum.jpg
Rat King,pushgaming-rat-king,pushgaming-rat-king.jpg
Razor Returns,pushgaming-razor-returns,pushgaming-razor-returns.jpg
Razor Shark,pushgaming-razor-shark,pushgaming-razor-shark.jpg
Razor Ways,pushgaming-razor-ways,pushgaming-razor-ways.jpg
Retro Sweets,pushgaming-retro-sweets,pushgaming-retro-sweets.jpg
Retro Tapes,pushgaming-retro-tapes,pushgaming-retro-tapes.jpg
Samurai's Katana,pushgaming-samurais-katana,pushgaming-samurais-katana.jpg
Shamrock Saints,pushgaming-shamrock-saints,pushgaming-shamrock-saints.jpg
The grand show,pushgaming-the-grand-show,pushgaming-the-grand-show.jpg
Tiki Tumble,pushgaming-tiki-tumble,pushgaming-tiki-tumble.jpg
Wild Swarm,pushgaming-wild-swarm,pushgaming-wild-swarm.jpg
Wild Swarm 2,pushgaming-wild-swarm-2,pushgaming-wild-swarm-2.jpg
Quackin' Reels,relax-quackin-reels,relax-quackin-reels.jpg
Freaked out Fish,relax-freaked-out-fish,relax-freaked-out-fish.jpg
Feather Fury,relax-feather-fury,relax-feather-fury.jpg
Cats Of Olympuss,pushgaming-cats-of-olympuss,pushgaming-cats-of-olympuss.jpg
Pay Pig 10K Ways,relax-pay-pig-10k-ways,relax-pay-pig-10k-ways.jpg
The 3 Bears,relax-the-3-bears,relax-the-3-bears.jpg
Money Sleigh,relax-money-sleigh,relax-money-sleigh.jpg
Winter Champions,relax-winter-champions,relax-winter-champions.jpg
Big Bucks Bison 10K Ways,relax-big-bucks-bison-10k-ways,relax-big-bucks-bison-10k-ways.jpg
Buffalo Blow,relax-buffalo-blow,relax-buffalo-blow.jpg
Jaguar Drop,pushgaming-jaguar-drop,pushgaming-jaguar-drop.jpg
10000 Years Before Cash,relax-10000-years-before-cash,relax-10000-years-before-cash.jpg
Immortal 5,relax-immortal-5,relax-immortal-5.jpg
10 Flaming Bisons,pushgaming-flaming-bisons,pushgaming-flaming-bisons.jpg
Mystery of the Nile,pushgaming-mystery-of-the-nile,pushgaming-mystery-of-the-nile.jpg
Kraken's Cove,relax-krakens-cove,relax-krakens-cove.jpg
Dragon Hopper,pushgaming-dragon-hopper,pushgaming-dragon-hopper.jpg
Camelot Cash,relax-camelot-cash,relax-camelot-cash.jpg
